word,ipa
선의,s0 vv nn xi
률,rr yu ll
수선,s0 uu s0 vv nf
성리학,s0 vv ng nn ii h0 aa kf
의병장,xi p0 yv ng c0 aa ng
수세,s0 uu s0 ee
승천,s0 xx ng ch vv nf
대국민,t0 qq k0 uu ng mm ii nf
권태,k0 wv nf th qq
수성,s0 uu s0 vv ng
계획적,k0 ye h0 wo kf cc vv kf
왓슨,wa tf ss xx nf
부도덕,p0 uu t0 oo t0 vv kf
천리마,ch vv ll rr ii mm aa
법정형,p0 vv pf cc vv ng h0 yv ng
분위기,p0 uu nn wi k0 ii
팝스,ph aa pf ss xx
뛰어나,tt wi vv nn aa
전화번호,c0 vv nf h0 wa p0 vv nf h0 oo
밀리언,mm ii ll rr ii vv nf
승차,s0 xx ng ch aa
수소,s0 uu s0 oo
수속,s0 uu s0 oo kf
멍,mm vv ng
코바르,kh oo p0 aa rr xx
장암,c0 aa ng aa mf
포석,ph oo s0 vv kf
후원금,h0 uu wv nf k0 xx mf
수송,s0 uu s0 oo ng
허용,h0 vv yo ng
나아가서,nn aa aa k0 aa s0 vv
로쿠,rr oo kh uu
역경원,yv kf kk yv ng wv nf
관공서,k0 wa nf k0 oo ng s0 vv
물살,mm uu ll s0 aa ll
물산,mm uu ll s0 aa nf
간관,k0 aa nf k0 wa nf
펑,ph vv ng
최전선,ch wo c0 vv nf s0 vv nf
청진시,ch vv ng c0 ii nf s0 ii
포시,ph oo s0 ii
노리쇠,nn oo rr ii s0 wo
모토,mm oo th oo
포신,ph oo s0 ii nf
허약,h0 vv ya kf
요법,yo p0 vv pf
조라,c0 oo rr aa
합계,h0 aa pf kk ye
파리스,ph aa rr ii s0 xx
도봉구,t0 oo p0 oo ng k0 uu
개리슨,k0 qq rr ii s0 xx nf
바른,p0 aa rr xx nf
수상자,s0 uu s0 aa ng c0 aa
왈,wa ll
바르,p0 aa rr xx
체격,ch ee k0 yv kf
볏,p0 yv tf
합격,h0 aa pf kk yv kf
수수,s0 uu s0 uu
수순,s0 uu s0 uu nf
서태지,s0 vv th qq c0 ii
포스,ph oo s0 xx
패총,ph qq ch oo ng
수술,s0 uu s0 uu ll
물상,mm uu ll s0 aa ng
양산군,ya ng s0 aa nf k0 uu nf
크누트,kh xx nn uu th xx
물색,mm uu ll ss qq kf
니드,nn ii t0 xx
아줌마,aa c0 uu mf mm aa
광서제,k0 wa ng s0 vv c0 ee
아이언,aa ii vv nf
수시,s0 uu s0 ii
수식,s0 uu s0 ii kf
동대문,t0 oo ng t0 qq mm uu nf
팩스,ph qq kf ss xx
홍범도,h0 oo ng p0 vv mf t0 oo
프레더릭,ph xx rr ee t0 vv rr ii kf
펌프,ph vv mf ph xx
종단,c0 oo ng t0 aa nf
수심,s0 uu s0 ii mf
수십,s0 uu s0 ii pf
수신,s0 uu s0 ii nf
독자층,t0 oo kf cc aa ch xx ng
하키,h0 aa kh ii
묘향산,mm yo h0 ya ng s0 aa nf
저압부,c0 vv aa pf pp uu
대지주,t0 qq c0 ii c0 uu
하타,h0 aa th aa
두문자,t0 uu mm uu nf c0 aa
하탄,h0 aa th aa nf
트렁크,th xx rr vv ng kh xx
포수,ph oo s0 uu
계엄군,k0 ye vv mf k0 uu nf
수스,s0 uu s0 xx
간극,k0 aa nf k0 xx kf
수습,s0 uu s0 xx pf
물갈퀴,mm uu ll k0 aa ll kh wi
괄,k0 wa ll
디저트,t0 ii c0 vv th xx
시드니,s0 ii t0 xx nn ii
주특기,c0 uu th xx kf kk ii
디,t0 ii
어진,vv c0 ii nf
로스터,rr oo s0 xx th vv
분광기,p0 uu nf k0 wa ng k0 ii
노심,nn oo s0 ii mf
외무성,wo mm uu s0 vv ng
어지,vv c0 ii
바레,p0 aa rr ee
물소,mm uu ll s0 oo
종대,c0 oo ng t0 qq
유전형,yu c0 vv nf h0 yv ng
바로,p0 aa rr oo
리아스,rr ii aa s0 xx
대지진,t0 qq c0 ii c0 ii nf
종도,c0 oo ng t0 oo
권투,k0 wv nf th uu
경구개,k0 yv ng k0 uu k0 qq
말단,mm aa ll t0 aa nf
청나라,ch vv ng nn aa rr aa
간격,k0 aa nf k0 yv kf
우승자,uu s0 xx ng c0 aa
하토,h0 aa th oo
통찰력,th oo ng ch aa ll rr yv kf
숱,s0 uu tf
간결,k0 aa nf k0 yv ll
캐니언,kh qq nn ii vv nf
크레용,kh xx rr ee yo ng
바루,p0 aa rr uu
랠프,rr qq ll ph xx
나주군,nn aa c0 uu k0 uu nf
대중부,t0 qq c0 uu ng p0 uu
간과,k0 aa nf k0 wa
회전수,h0 wo c0 vv nf s0 uu
비잔틴,p0 ii c0 aa nf th ii nf
가,k0 aa
불필요,p0 uu ll ph ii ll rr yo
웅대,uu ng t0 qq
하현,h0 aa h0 yv nf
수행자,s0 uu h0 qq ng c0 aa
김인문,k0 ii mm ii nf mm uu nf
두들,t0 uu t0 xx ll
남발,nn aa mf p0 aa ll
핀란드,ph ii ll rr aa nf t0 xx
발굴,p0 aa ll k0 uu ll
승지,s0 xx ng c0 ii
발굽,p0 aa ll k0 uu pf
승진,s0 xx ng c0 ii nf
바이다,p0 aa ii t0 aa
노시,nn oo s0 ii
발광,p0 aa ll k0 wa ng
경주용,k0 yv ng c0 uu yo ng
자동차,c0 aa t0 oo ng ch aa
사회생활,s0 aa h0 wo s0 qq ng h0 wa ll
쟝,c0 ya ng
아름다움,aa rr xx mf t0 aa uu mf
살구,s0 aa ll k0 uu
효행,h0 yo h0 qq ng
은행나무,xx nf h0 qq ng nn aa mm uu
하회,h0 aa h0 wo
행해지,h0 qq ng h0 qq c0 ii
금품,k0 xx mf ph uu mf
독자적,t0 oo kf cc aa c0 vv kf
두둔,t0 uu t0 uu nf
리코더,rr ii kh oo t0 vv
포르투갈,ph oo rr xx th uu k0 aa ll
더럽히,t0 vv rr vv ph ii
선재,s0 vv nf c0 qq
발권,p0 aa ll k0 wv nf
홍위병,h0 oo ng wi p0 yv ng
활주,h0 wa ll c0 uu
고전적,k0 oo c0 vv nf c0 vv kf
브랜드,p0 xx rr qq nf t0 xx
권한,k0 wv nf h0 aa nf
결과물,k0 yv ll k0 wa mm uu ll
살균,s0 aa ll k0 yu nf
수안,s0 uu aa nf
인격권,ii nf k0 yv kf kk wv nf
니더,nn ii t0 vv
스튜어트,s0 xx th yu vv th xx
침착,ch ii mf ch aa kf
의욕적,xi yo kf cc vv kf
일체화,ii ll ch ee h0 wa
종교적,c0 oo ng k0 yo c0 vv kf
벡,p0 ee kf
올스,oo ll s0 xx
이덕일,ii t0 vv k0 ii ll
물자,mm uu ll cc aa
수액,s0 uu qq kf
조끼,c0 oo kk ii
잔액,c0 aa nn qq kf
깨우,kk qq uu
브랜디,p0 xx rr qq nf t0 ii
할애,h0 aa rr qq
젖소,c0 vv tf ss oo
수행원,s0 uu h0 qq ng wv nf
발간,p0 aa ll k0 aa nf
중전차,c0 uu ng c0 vv nf ch aa
텐스,th ee nf s0 xx
발각,p0 aa ll k0 aa kf
입출력,ii pf ch uu ll rr yv kf
중위도,c0 uu ng wi t0 oo
정쟁,c0 vv ng c0 qq ng
늘어서,nn xx rr vv s0 vv
특별시,th xx kf pp yv ll s0 ii
포어,ph oo vv
허술,h0 vv s0 uu ll
중모리,c0 uu ng mm oo rr ii
경제적,k0 yv ng c0 ee c0 vv kf
허시,h0 vv s0 ii
침체,ch ii mf ch ee
수업,s0 uu vv pf
유흥업소,yu h0 xx ng vv pf ss oo
괴팅겐,k0 wo th ii ng k0 ee nf
장기,c0 aa ng k0 ii
장금,c0 aa ng k0 xx mf
수여,s0 uu yv
수역,s0 uu yv kf
시행령,s0 ii h0 qq ng nn yv ng
할양,h0 aa ll rr ya ng
수염,s0 uu yv mf
느긋,nn xx k0 xx tf
수연,s0 uu yv nf
수열,s0 uu yv ll
물이,mm uu rr ii
뛰어들,tt wi vv t0 xx ll
조난,c0 oo nn aa nf
제미니,c0 ee mm ii nn ii
수양,s0 uu ya ng
오렌지,oo rr ee nf c0 ii
핵무장,h0 qq ng mm uu c0 aa ng
북쪽,p0 uu kf cc oo kf
승전,s0 xx ng c0 vv nf
물의,mm uu rr xi
밀치,mm ii ll ch ii
승제,s0 xx ng c0 ee
승점,s0 xx ng c0 vv mf
물음,mm uu rr xx mf
수어,s0 uu vv
수억,s0 uu vv kf
로제,rr oo c0 ee
군부인,k0 uu nf p0 uu ii nf
수완,s0 uu wa nf
스테인드,s0 xx th ee ii nf t0 xx
품행,ph uu mf h0 qq ng
로저,rr oo c0 vv
아시아인,aa s0 ii aa ii nf
금호,k0 xx mf h0 oo
유배지,yu p0 qq c0 ii
보급품,p0 oo k0 xx pf ph uu mf
인쇄기,ii nf s0 wq k0 ii
오른팔,oo rr xx nf ph aa ll
금환,k0 xx mf h0 wa nf
수영,s0 uu yv ng
금화,k0 xx mf h0 wa
조대,c0 oo t0 qq
수온,s0 uu oo nf
토네이도,th oo nn ee ii t0 oo
허성,h0 vv s0 vv ng
포용,ph oo yo ng
사형,s0 aa h0 yv ng
에든버러,ee t0 xx nf p0 vv rr vv
믹,mm ii kf
단체장,t0 aa nf ch ee c0 aa ng
요령,yo rr yv ng
롤스,rr oo ll s0 xx
조동,c0 oo t0 oo ng
승용차,s0 xx ng nn yo ng ch aa
매장량,mm qq c0 aa ng nn ya ng
조도,c0 oo t0 oo
수원,s0 uu wv nf
강동구,k0 aa ng t0 oo ng k0 uu
수월,s0 uu wv ll
상전이,s0 aa ng c0 vv nn ii
텐션,th ee nf s0 yv nf
장관,c0 aa ng k0 wa nf
오프라인,oo ph xx rr aa ii nf
화물기,h0 wa mm uu ll k0 ii
픽,ph ii kf
집중력,c0 ii pf cc uu ng nn yv kf
장구,c0 aa ng k0 uu
에이지,ee ii c0 ii
팝업,ph aa p0 vv pf
장군,c0 aa ng k0 uu nf
수요,s0 uu yo
서산군,s0 vv s0 aa nf k0 uu nf
요로,yo rr oo
수용,s0 uu yo ng
심리학자,s0 ii mf nn ii h0 aa kf cc aa
장교,c0 aa ng k0 yo
수운,s0 uu uu nf
종,c0 oo ng
정일,c0 vv ng ii ll
수은,s0 uu xx nf
하프,h0 aa ph xx
장경,c0 aa ng k0 yv ng
수의,s0 uu xi
반도체,p0 aa nf t0 oo ch ee
니노,nn ii nn oo
장검,c0 aa ng k0 vv mf
살기,s0 aa ll k0 ii
린츠,rr ii nf ch xx
수일,s0 uu ii ll
합창단,h0 aa pf ch aa ng t0 aa nf
수이,s0 uu ii
수익,s0 uu ii kf
린치,rr ii nf ch ii
선왕,s0 vv nn wa ng
장고,c0 aa ng k0 oo
수위,s0 uu wi
재단법인,c0 qq t0 aa nf pp vv p0 ii nf
장과,c0 aa ng k0 wa
하하,h0 aa h0 aa
텔,th ee ll
하한,h0 aa h0 aa nf
장공,c0 aa ng k0 oo ng
할인,h0 aa rr ii nf
대보름,t0 qq p0 oo rr xx mf
발급,p0 aa ll k0 xx pf
요망,yo mm aa ng
발기,p0 aa ll k0 ii
장계,c0 aa ng k0 ye
수유,s0 uu yu
도토리,t0 oo th oo rr ii
발길,p0 aa ll k0 ii ll
땅볼,tt aa ng p0 oo ll
현대화,h0 yv nf t0 qq h0 wa
요마,yo mm aa
패전,ph qq c0 vv nf
웍스,wv kf ss xx
하행,h0 aa h0 qq ng
들어올리,t0 xx rr vv oo ll rr ii
패주,ph qq c0 uu
유망주,yu mm aa ng c0 uu
가이드라인,k0 aa ii t0 xx rr aa ii nf
바벨,p0 aa p0 ee ll
허상,h0 vv s0 aa ng
공의회,k0 oo ng xi h0 wo
로즈,rr oo c0 xx
펨,ph ee mf
장각,c0 aa ng k0 aa kf
장가,c0 aa ng k0 aa
하향,h0 aa h0 ya ng
포이,ph oo ii
장강,c0 aa ng k0 aa ng
포일,ph oo ii ll
장갑,c0 aa ng k0 aa pf
떼,tt ee
조달,c0 oo t0 aa ll
포위,ph oo wi
바보,p0 aa p0 oo
수임,s0 uu ii mf
수입,s0 uu ii pf
물떼새,mm uu ll tt ee s0 qq
종래,c0 oo ng nn qq
로지,rr oo c0 ii
수자,s0 uu c0 aa
수작,s0 uu c0 aa kf
골고루,k0 oo ll k0 oo rr uu
형식적,h0 yv ng s0 ii kf cc vv kf
황태자,h0 wa ng th qq c0 aa
수재,s0 uu c0 qq
우성,uu s0 vv ng
말뚝,mm aa ll tt uu kf
허사,h0 vv s0 aa
원자로,wv nf c0 aa rr oo
조교,c0 oo k0 yo
금제,k0 xx mf c0 ee
순응,s0 uu nn xx ng
거류,k0 vv rr yu
조력자,c0 oo rr yv kf cc aa
철광석,ch vv ll k0 wa ng s0 vv kf
순의,s0 uu nn xi
금정,k0 xx mf c0 vv ng
김종수,k0 ii mf c0 oo ng s0 uu
순은,s0 uu nn xx nf
맞추기,mm aa tf ch uu k0 ii
컨설턴트,kh vv nf s0 vv ll th vv nf th xx
금전,k0 xx mf c0 vv nf
판임관,ph aa nn ii mf k0 wa nf
캐주얼,kh qq c0 uu vv ll
승헌,s0 xx ng h0 vv nf
거르,k0 vv rr xx
골키퍼,k0 oo ll kh ii ph vv
경찰력,k0 yv ng ch aa ll rr yv kf
심연,s0 ii mf nn yv nf
시리,s0 ii rr ii
이광수,ii k0 wa ng s0 uu
조국,c0 oo k0 uu kf
새김,s0 qq k0 ii mf
조광,c0 oo k0 wa ng
캐럴,kh qq rr vv ll
종교학,c0 oo ng k0 yo h0 aa kf
캐럿,kh qq rr vv tf
순위,s0 uu nn wi
퀸스,kh wi nf s0 xx
어윤중,vv yu nf c0 uu ng
시마,s0 ii mm aa
내구성,nn qq k0 uu s0 vv ng
권지,k0 wv nf c0 ii
장도,c0 aa ng t0 oo
너르,nn vv rr xx
사산조,s0 aa s0 aa nf c0 oo
가르치,k0 aa rr xx ch ii
장동,c0 aa ng t0 oo ng
후문,h0 uu mm uu nf
필승,ph ii ll s0 xx ng
프레이,ph xx rr ee ii
승합,s0 xx ng h0 aa pf
캐머런,kh qq mm vv rr vv nf
구세주,k0 uu s0 ee c0 uu
비파,p0 ii ph aa
트스,th xx s0 xx
전자책,c0 vv nf c0 aa ch qq kf
유산균,yu s0 aa nf k0 yu nf
거만,k0 vv mm aa nf
가드너,k0 aa t0 xx nn vv
장대,c0 aa ng t0 qq
승하,s0 xx ng h0 aa
지부티,c0 ii p0 uu th ii
후미,h0 uu mm ii
심야,s0 ii mf nn ya
간략,k0 aa ll rr ya kf
김천시,k0 ii mf ch vv nf s0 ii
엎,vv pf
필순,ph ii ll s0 uu nf
서늘,s0 vv nn xx ll
필수,ph ii ll s0 uu
한국독립당,h0 aa nf k0 uu kf tt oo ng nn ii pf tt aa ng
경제학,k0 yv ng c0 ee h0 aa kf
금주,k0 xx mf c0 uu
순장,s0 uu nf c0 aa ng
쓸,ss xx ll
꼽히,kk oo ph ii
거리,k0 vv rr ii
범어,p0 vv mm vv
우지야스,uu c0 ii ya s0 xx
반달족,p0 aa nf t0 aa ll c0 oo kf
사망,s0 aa mm aa ng
조건,c0 oo k0 vv nf
프레온,ph xx rr ee oo nf
권좌,k0 wv nf c0 wa
신소재,s0 ii nf s0 oo c0 qq
합창곡,h0 aa pf ch aa ng k0 oo kf
거론,k0 vv rr oo nf
후면,h0 uu mm yv nf
장단,c0 aa ng t0 aa nf
친교,ch ii nf k0 yo
조강,c0 oo k0 aa ng
조개,c0 oo k0 qq
조가,c0 oo k0 aa
조각,c0 oo k0 aa kf
조간,c0 oo k0 aa nf
그쪽,k0 xx cc oo kf
장담,c0 aa ng t0 aa mf
시료,s0 ii rr yo
대원수,t0 qq wv nf s0 uu
깨끗,kk qq kk xx tf
장님,c0 aa ng nn ii mf
느니,nn xx nn ii
시루,s0 ii rr uu
효종,h0 yo c0 oo ng
페르시아인,ph ee rr xx s0 ii aa ii nf
내오,nn qq oo
조계,c0 oo k0 ye
간성,k0 aa nf s0 vv ng
친권,ch ii nf k0 wv nf
회피,h0 wo ph ii
찬반,ch aa nf p0 aa nf
더하,t0 vv h0 aa
조공,c0 oo k0 oo ng
알프레,aa ll ph xx rr ee
조과,c0 oo k0 wa
조고,c0 oo k0 oo
조곡,c0 oo k0 oo kf
거룩,k0 vv rr uu kf
시련,s0 ii rr yv nf
별반,p0 yv ll p0 aa nf
환경오염,h0 wa nf k0 yv ng oo yv mf
칠십,ch ii ll ss ii pf
금지,k0 xx mf c0 ii
유배형,yu p0 qq h0 yv ng
소공동,s0 oo k0 oo ng t0 oo ng
친근,ch ii nf k0 xx nf
조경,c0 oo k0 yv ng
침탈,ch ii mf th aa ll
촉나라,ch oo ng nn aa rr aa
빌바오,p0 ii ll p0 aa oo
축구팀,ch uu kf kk uu th ii mf
운송인,uu nf s0 oo ng ii nf
법무사,p0 vv mf mm uu s0 aa
후륜,h0 uu rr yu nf
칠성,ch ii ll s0 vv ng
하제,h0 aa c0 ee
범용,p0 vv mf nn yo ng
간디,k0 aa nf t0 ii
순안,s0 uu nn aa nf
하정,h0 aa c0 vv ng
패하,ph qq h0 aa
노구,nn oo k0 uu
체사,ch ee s0 aa
너무,nn vv mm uu
순애,s0 uu nn qq
막내아들,mm aa ng nn qq aa t0 xx ll
안정복,aa nf c0 vv ng p0 oo kf
품질,ph uu mf c0 ii ll
넘쳐나,nn vv mf ch yv nn aa
긍정적,k0 xx ng c0 vv ng c0 vv kf
비틀,p0 ii th xx ll
달팽이,t0 aa ll ph qq ng ii
로,rr oo
필사,ph ii ll s0 aa
심장,s0 ii mf c0 aa ng
엥,ee ng
시민,s0 ii mm ii nf
시미,s0 ii mm ii
마무리짓,mm aa mm uu rr ii c0 ii tf
필살,ph ii ll s0 aa ll
사자상,s0 aa c0 aa s0 aa ng
승희,s0 xx ng h0 xi
무표색,mm uu ph yo s0 qq kf
한니발,h0 aa nf nn ii p0 aa ll
발동,p0 aa ll tt oo ng
발도,p0 aa ll t0 oo
심의,s0 ii mm xi
순열,s0 uu nf nn yv ll
르맹,rr xx mm qq ng
거미,k0 vv mm ii
시문,s0 ii mm uu nf
소생수,s0 oo s0 qq ng s0 uu
몰,mm oo ll
심이,s0 ii mm ii
순양,s0 uu nf nn ya ng
삼별초,s0 aa mf p0 yv ll ch oo
대출금,t0 qq ch uu ll k0 xx mf
후리,h0 uu rr ii
장녀,c0 aa ng nn yv
민주주의,mm ii nf c0 uu c0 uu xi
하주,h0 aa c0 uu
그중,k0 xx c0 uu ng
김장생,k0 ii mf c0 aa ng s0 qq ng
장남,c0 aa ng nn aa mf
아산군,aa s0 aa nf k0 uu nf
낙원동,nn aa k0 wv nf t0 oo ng
김종서,k0 ii mf c0 oo ng s0 vv
로프,rr oo ph xx
시명,s0 ii mm yv ng
심원,s0 ii mm wv nf
장내,c0 aa ng nn qq
하중,h0 aa c0 uu ng
한순간,h0 aa nf s0 uu nf k0 aa nf
너머,nn vv mm vv
앵무,qq ng mm uu
장난,c0 aa ng nn aa nf
가르침,k0 aa rr xx ch ii mf
시모,s0 ii mm oo
김유신,k0 ii mf nn yu s0 ii nf
필,ph ii ll
큰형,kh xx nf h0 yv ng
대지,t0 qq c0 ii
게양,k0 ee ya ng
유행어,yu h0 qq ng vv
레인지,rr ee ii nf c0 ii
훙,h0 uu ng
타당성,th aa t0 aa ng s0 vv ng
조금,c0 oo k0 xx mf
느냐,nn xx nn ya
보병대,p0 oo p0 yv ng t0 qq
비방,p0 ii p0 aa ng
발진,p0 aa ll c0 ii nf
캐드,kh qq t0 xx
후렴,h0 uu rr yv mf
웅거,uu ng k0 vv
로스앤젤레스,rr oo s0 xx qq nf c0 ee ll rr ee s0 xx
남양주,nn aa mf nn ya ng c0 uu
테트리스,th ee th xx rr ii s0 xx
모리스,mm oo rr ii s0 xx
힘,h0 ii mf
고모부,k0 oo mm oo p0 uu
처벌,ch vv p0 vv ll
분석적,p0 uu nf s0 vv kf cc vv kf
쾨,kh wo
린트,rr ii nf th xx
저항기,c0 vv h0 aa ng k0 ii
발달,p0 aa ll t0 aa ll
승화,s0 xx ng h0 wa
발단,p0 aa ll t0 aa nf
범일,p0 vv mm ii ll
범인,p0 vv mm ii nf
하지,h0 aa c0 ii
느끼,nn xx kk ii
깨닫,kk qq t0 aa tf
바람직,p0 aa rr aa mf c0 ii kf
심오,s0 ii mm oo
아디다스,aa t0 ii t0 aa s0 xx
범의,p0 vv mm xi
그저,k0 xx c0 vv
그전,k0 xx c0 vv nf
문리과,mm uu ll rr ii k0 wa
그제,k0 xx c0 ee
거목,k0 vv mm oo kf
합당,h0 aa pf tt aa ng
감,k0 aa mf
두고,t0 uu k0 oo
시부,s0 ii p0 uu
수자원,s0 uu c0 aa wv nf
동역학,t0 oo ng nn yv kh aa kf
하츠,h0 aa ch xx
시설,s0 ii s0 vv ll
미디엄,mm ii t0 ii vv mf
유토피아,yu th oo ph ii aa
장래,c0 aa ng nn qq
하층,h0 aa ch xx ng
파피루스,ph aa ph ii rr uu s0 xx
미디어,mm ii t0 ii vv
종간,c0 oo ng k0 aa nf
심소,s0 ii mf s0 oo
종각,c0 oo ng k0 aa kf
종가,c0 oo ng k0 aa
침해,ch ii mf h0 qq
하치,h0 aa ch ii
먹물,mm vv ng mm uu ll
그래프,k0 xx rr qq ph xx
필요,ph ii ll rr yo
씨네,ss ii nn ee
매카시즘,mm qq kh aa s0 ii c0 xx mf
침하,ch ii mf h0 aa
트와,th xx wa
그래픽,k0 xx rr qq ph ii kf
그래피,k0 xx rr qq ph ii
년생,nn yv nf ss qq ng
네프,nn ee ph xx
한대,h0 aa nf t0 qq
두건,t0 uu k0 vv nf
계열사,k0 ye yv ll s0 aa
종계,c0 oo ng k0 ye
피트리,ph ii th xx rr ii
스,s0 xx
델타,t0 ee ll th aa
로트,rr oo th xx
오른손,oo rr xx nf s0 oo nf
엽록소,yv mf nn oo kf ss oo
미디아,mm ii t0 ii aa
권총,k0 wv nf ch oo ng
오드리,oo t0 xx rr ii
크레딧,kh xx rr ee t0 ii tf
정당화,c0 vv ng t0 aa ng h0 wa
플루토,ph xx ll rr uu th oo
간도,k0 aa nf t0 oo
빵집,pp aa ng c0 ii pf
느라,nn xx rr aa
영수증,yv ng s0 uu c0 xx ng
잘되,c0 aa ll t0 wo
거북,k0 vv p0 uu kf
돌려받,t0 oo ll rr yv p0 aa tf
두개,t0 uu k0 qq
두가,t0 uu k0 aa
두각,t0 uu k0 aa kf
심성,s0 ii mf s0 vv ng
상대성,s0 aa ng t0 qq s0 vv ng
정착민,c0 vv ng ch aa ng mm ii nf
시범,s0 ii p0 vv mf
심상,s0 ii mf s0 aa ng
후비,h0 uu p0 ii
종교,c0 oo ng k0 yo
합동,h0 aa pf tt oo ng
트윈,th xx wi nf
발바닥,p0 aa ll pp aa t0 aa kf
간단히,k0 aa nf t0 aa nf h0 ii
파괴적,ph aa k0 wo c0 vv kf
트윗,th xx wi tf
음,xx mf
순수,s0 uu nf s0 uu
조호르,c0 oo h0 oo rr xx
서동,s0 vv t0 oo ng
금융업,k0 xx mf nn yu ng vv pf
트이,th xx ii
서태후,s0 vv th qq h0 uu
시보,s0 ii p0 oo
시복,s0 ii p0 oo kf
태양전지,th qq ya ng c0 vv nf c0 ii
심사,s0 ii mf s0 aa
트의,th xx xi
형태학,h0 yv ng th qq h0 aa kf
말갈,mm aa ll k0 aa ll
루리아,rr uu rr ii aa
시바,s0 ii p0 aa
거병,k0 vv p0 yv ng
노근,nn oo k0 xx nf
알마게스트,aa ll mm aa k0 ee s0 xx th xx
패티,ph qq th ii
명탐정,mm yv ng th aa mf c0 vv ng
말과,mm aa ll k0 wa
돌아보,t0 oo rr aa p0 oo
하다,h0 aa t0 aa
로펌,rr oo ph vv mf
입법자,ii pf pp vv pf cc aa
범선,p0 vv mf s0 vv nf
범서,p0 vv mf s0 vv
프레스,ph xx rr ee s0 xx
판단력,ph aa nf t0 aa ll rr yv kf
평,ph yv ng
그치,k0 xx ch ii
따옴표,tt aa oo mf ph yo
보르네오,p0 oo rr xx nn ee oo
에이트,ee ii th xx
패트,ph qq th xx
위나라,wi nn aa rr aa
주도하,c0 uu t0 oo h0 aa
말경,mm aa ll k0 yv ng
이틀간,ii th xx ll k0 aa nf
용인시,yo ng ii nf s0 ii
간단,k0 aa nf t0 aa nf
부문별,p0 uu mm uu nf p0 yv ll
불량배,p0 uu ll rr ya ng p0 qq
늙은이,nn xx ll k0 xx nn ii
시카리,s0 ii kh aa rr ii
승평,s0 xx ng ph yv ng
적장자,c0 vv kf cc aa ng c0 aa
하차,h0 aa ch aa
하찮,h0 aa ch aa nf
두께,t0 uu kk ee
자동화,c0 aa t0 oo ng h0 wa
경찰서,k0 yv ng ch aa ll s0 vv
두껍,t0 uu kk vv pf
...,
순서,s0 uu nf s0 vv
패턴,ph qq th vv nf
옥스퍼드,oo kf ss xx ph vv t0 xx
르쉐,rr xx s0 we
홈경기,h0 oo mf k0 yv ng k0 ii
순성,s0 uu nf s0 vv ng
ㄴ지라,c0 ii rr aa
구매자,k0 uu mm qq c0 aa
항거,h0 aa ng k0 vv
로크,rr oo kh xx
살인자,s0 aa rr ii nf c0 aa
종기,c0 oo ng k0 ii
찬미,ch aa nf mm ii
나우루,nn aa uu rr uu
은데요,xx nf t0 ee yo
패퇴,ph qq th wo
키위,kh ii wi
살람,s0 aa ll rr aa mf
하천,h0 aa ch vv nf
범수,p0 vv mf s0 uu
하청,h0 aa ch vv ng
찬물,ch aa nf mm uu ll
하체,h0 aa ch ee
승패,s0 xx ng ph qq
후불,h0 uu p0 uu ll
히타이트,h0 ii th aa ii th xx
캐논,kh qq nn oo nf
발랄,p0 aa ll rr aa ll
콤바인,kh oo mf p0 aa ii nf
발란,p0 aa ll rr aa nf
항고,h0 aa ng k0 oo
항공,h0 aa ng k0 oo ng
주유소,c0 uu yu s0 oo
활판,h0 wa ll ph aa nf
상대식,s0 aa ng t0 qq s0 ii kf
늙,nn xx kf
숙부인,s0 uu kf pp uu ii nf
심실,s0 ii mf s0 ii ll
로터,rr oo th vv
오랫동안,oo rr qq tf tt oo ng aa nf
심심,s0 ii mf s0 ii mf
미워하,mm ii wv h0 aa
말기,mm aa ll k0 ii
리허설,rr ii h0 vv s0 vv ll
로템,rr oo th ee mf
라티움,rr aa th ii uu mf
성장기,s0 vv ng c0 aa ng k0 ii
후발,h0 uu p0 aa ll
후반,h0 uu p0 aa nf
던,t0 vv nf
부여받,p0 uu yv p0 aa tf
시사,s0 ii s0 aa
덕진구,t0 vv kf cc ii nf k0 uu
비결정,p0 ii k0 yv ll c0 vv ng
후방,h0 uu p0 aa ng
항구,h0 aa ng k0 uu
윤원로,yu nn wv ll rr oo
....,
준거,c0 uu nf k0 vv
곽,k0 wa kf
중동부,c0 uu ng t0 oo ng p0 uu
장제스,c0 aa ng c0 ee s0 xx
달려오,t0 aa ll rr yv oo
순상,s0 uu nf s0 aa ng
페,ph ee
시브,s0 ii p0 xx
르네상스,rr xx nn ee s0 aa ng s0 xx
후보,h0 uu p0 oo
디스플레이,t0 ii s0 xx ph xx ll rr ee ii
후버,h0 uu p0 vv
바다뱀,p0 aa t0 aa p0 qq mf
콜렉션,kh oo ll rr ee kf ss yv nf
패킷,ph qq kh ii tf
속초시,s0 oo kf ch oo s0 ii
사향,s0 aa h0 ya ng
뿜어내,pp uu mm vv nn qq
심수,s0 ii mf s0 uu
플루트,ph xx ll rr uu th xx
고전파,k0 oo c0 vv nf ph aa
원인,wv nn ii nf
발전,p0 aa ll cc vv nf
쉐프,s0 we ph xx
준공,c0 uu nf k0 oo ng
트에,th xx ee
렀,rr vv tf
포탄,ph oo th aa nf
행,h0 qq ng
게스,k0 ee s0 xx
포탈,ph oo th aa ll
리시버,rr ii s0 ii p0 vv
공식화,k0 oo ng s0 ii kh wa
하수,h0 aa s0 uu
하숙,h0 aa s0 uu kf
